client#,Round#,Training Loss,ACC,Pre,Recall,f1-score
1,63,5.826521e-07,1.0,1.0,1.0,1.0
2,63,5.3194464e-07,1.0,1.0,1.0,1.0
3,63,5.760611e-07,1.0,1.0,1.0,1.0
4,63,3.7230762e-07,1.0,1.0,1.0,1.0
5,63,3.33917e-07,1.0,1.0,1.0,1.0
6,63,0.00022183095,1.0,1.0,1.0,1.0
7,63,2.1196216e-05,1.0,1.0,1.0,1.0
8,63,1.2289638e-06,1.0,1.0,1.0,1.0
9,63,8.324351e-07,1.0,1.0,1.0,1.0
10,63,1.6137931e-06,1.0,1.0,1.0,1.0
1,64,4.669336e-07,1.0,1.0,1.0,1.0
2,64,5.422263e-07,1.0,1.0,1.0,1.0
3,64,1.3962185e-06,1.0,1.0,1.0,1.0
4,64,4.4109774e-07,1.0,1.0,1.0,1.0
5,64,4.338952e-07,1.0,1.0,1.0,1.0
6,64,3.1265313e-07,1.0,1.0,1.0,1.0
7,64,3.329017e-07,1.0,1.0,1.0,1.0
8,64,0.0014341748,0.9992063492063492,0.9992183657303197,0.9991327488579074,0.999174016852684
9,64,2.3497269e-06,1.0,1.0,1.0,1.0
10,64,8.1046034e-07,1.0,1.0,1.0,1.0
1,65,5.1492344e-07,1.0,1.0,1.0,1.0
2,65,4.5592705e-07,1.0,1.0,1.0,1.0
3,65,4.3614511e-07,1.0,1.0,1.0,1.0
4,65,4.823749e-07,1.0,1.0,1.0,1.0
5,65,3.4013004e-07,1.0,1.0,1.0,1.0
6,65,3.518731e-07,1.0,1.0,1.0,1.0
7,65,0.00020269719,1.0,1.0,1.0,1.0
8,65,6.3681085e-07,1.0,1.0,1.0,1.0
9,65,7.4898446e-07,1.0,1.0,1.0,1.0
10,65,8.1548194e-07,1.0,1.0,1.0,1.0
1,66,3.833043e-07,1.0,1.0,1.0,1.0
2,66,6.767371e-07,1.0,1.0,1.0,1.0
3,66,5.2223555e-07,1.0,1.0,1.0,1.0
4,66,4.4486413e-07,1.0,1.0,1.0,1.0
5,66,3.823558e-07,1.0,1.0,1.0,1.0
6,66,2.5280124e-07,1.0,1.0,1.0,1.0
7,66,2.5015598e-07,1.0,1.0,1.0,1.0
8,66,3.3288535e-07,1.0,1.0,1.0,1.0
9,66,3.1374606e-07,1.0,1.0,1.0,1.0
10,66,5.816344e-06,1.0,1.0,1.0,1.0
1,67,4.5868015e-07,1.0,1.0,1.0,1.0
2,67,5.3657374e-07,1.0,1.0,1.0,1.0
3,67,3.7115544e-07,1.0,1.0,1.0,1.0
4,67,6.5759787e-07,1.0,1.0,1.0,1.0
5,67,6.881399e-07,1.0,1.0,1.0,1.0
